,Name,Quality Rating,Total Ratings,Department,University,Would Take Again,Level of Difficulty,Link
2689,Ben Reeb,4.2,34,Psychology,University of California Davis,97%,2.3,https://www.ratemyprofessors.com/professor/1909916
2690,Richard Bostock,4.3,28,Biological Sciences,University of California Davis,86%,2.6,https://www.ratemyprofessors.com/professor/371653
2691,Kelly Crosby,4.5,15,University Writing Program,University of California Davis,88%,2.5,https://www.ratemyprofessors.com/professor/1975915
2692,Josh McCoy,3.1,20,Computer Science,University of California Davis,63%,2.1,https://www.ratemyprofessors.com/professor/2360486
2693,Graham Coop,3.0,34,Ecology & Evolutionary Biology,University of California Davis,32%,4,https://www.ratemyprofessors.com/professor/1550575
2694,Davide Donadio,3.2,50,Chemistry,University of California Davis,58%,3.7,https://www.ratemyprofessors.com/professor/2243085
2695,Patrick Skeels,3.7,3,Philosophy,University of California Davis,100%,2.7,https://www.ratemyprofessors.com/professor/2562534
2696,Gary Lew,1.0,1,Economics,University of California Davis,0%,3,https://www.ratemyprofessors.com/professor/2717826
2697,Sudipta Sen,3.8,44,History,University of California Davis,82%,2.6,https://www.ratemyprofessors.com/professor/582668
2698,Joshua Redwine,1.3,8,Chicano Studies,University of California Davis,0%,4.5,https://www.ratemyprofessors.com/professor/2476503
2699,Yejiong Zhu,2.2,9,Statistics,University of California Davis,23%,4,https://www.ratemyprofessors.com/professor/2735646
2700,Susan Keen,4.5,184,Science,University of California Davis,65%,2.9,https://www.ratemyprofessors.com/professor/104898
2701,Christina Cogdell,2.7,20,Design,University of California Davis,64%,3.8,https://www.ratemyprofessors.com/professor/1389656
2702,Menno Fraters,4.5,2,Geology,University of California Davis,75%,2,https://www.ratemyprofessors.com/professor/2603786
2703,Hector Rodriguez,1.0,1,Mathematics,University of California Davis,0%,5,https://www.ratemyprofessors.com/professor/2747056
2704,Stefano Valenti,3.3,7,Physics,University of California Davis,75%,3.1,https://www.ratemyprofessors.com/professor/2427377
2705,Brian Halpin,3.8,45,Sociology,University of California Davis,73%,3.3,https://www.ratemyprofessors.com/professor/1906053
2706,Shagufta Fatema,5.0,4,Languages,University of California Davis,100%,2.2,https://www.ratemyprofessors.com/professor/2678394
2707,Garin Hay,5.0,3,English,University of California Davis,100%,2.7,https://www.ratemyprofessors.com/professor/2661784
2708,Sijia Qian,3.5,4,Communication,University of California Davis,0%,3.5,https://www.ratemyprofessors.com/professor/2711121
2709,Sara Watson,5.0,1,Anthropology,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/2719378
2710,Tyler Heid,4.4,20,University Writing Program,University of California Davis,86%,2,https://www.ratemyprofessors.com/professor/2297328
2711,Elizabeth Mukiibi,4.0,19,African-American Studies,University of California Davis,67%,1.7,https://www.ratemyprofessors.com/professor/1512920
2712,Cassie Hemstrom,4.2,6,Writing,University of California Davis,86%,2,https://www.ratemyprofessors.com/professor/2228447
2713,Haihan Wu,5.0,1,Mathematics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2717972
2714,Alison Ledgerwood,3.5,47,Psychology,University of California Davis,72%,3.2,https://www.ratemyprofessors.com/professor/1270886
2715,Erica Verde,5.0,1,Psychology,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2719712
2716,Matthew Baum,5.0,3,Art,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2265425
2717,Cesar Arias Huerta,3.4,5,Mathematics,University of California Davis,60%,3.2,https://www.ratemyprofessors.com/professor/2689058
2718,Anushka Kulkarni,0.0,0,Music,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2719921
2719,Hannah Nelson,3.2,5,Biological Sciences,University of California Davis,72%,4.2,https://www.ratemyprofessors.com/professor/2713163
2720,Joseph Pappe,5.0,2,Mathematics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2519517
2721,Kelly Subramanian,5.0,4,Biological Sciences,University of California Davis,100%,2.2,https://www.ratemyprofessors.com/professor/2603706
2722,Andrew McElrone,4.0,1,Viticulture & Enology,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2468480
2723,Danquynh Nguyen,3.8,91,Mathematics,University of California Davis,70%,3.9,https://www.ratemyprofessors.com/professor/2531385
2724,Alexander Robins,5.0,3,Anthropology,University of California Davis,100%,2.3,https://www.ratemyprofessors.com/professor/2640978
2725,Jose Simental Rodriguez,4.5,60,Mathematics,University of California Davis,90%,2.9,https://www.ratemyprofessors.com/professor/2356176
2726,Jean Menezes,2.6,5,Design,University of California Davis,70%,4,https://www.ratemyprofessors.com/professor/2675514
2727,David Mills,5.0,1,Food Science & Technology,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2681167
2728,Ian Korf,3.5,32,Biological Sciences,University of California Davis,75%,3,https://www.ratemyprofessors.com/professor/993663
2729,Andres Carvajal,2.9,14,Economics,University of California Davis,50%,4.1,https://www.ratemyprofessors.com/professor/2188504
2730,Marcella Gonsalves,4.0,4,Medicine,University of California Davis,80%,2,https://www.ratemyprofessors.com/professor/2474556
2731,Jay Belsky,2.3,17,Psychology,University of California Davis,19%,3.9,https://www.ratemyprofessors.com/professor/1644015
2732,Shalini Satkunanandan,4.5,13,Political Science,University of California Davis,85%,3.5,https://www.ratemyprofessors.com/professor/1522574
2733,Subhash Risbud,4.8,41,Engineering,University of California Davis,100%,1.3,https://www.ratemyprofessors.com/professor/352082
2734,Stacey Harmer,2.8,35,Biological Sciences,University of California Davis,25%,4,https://www.ratemyprofessors.com/professor/637769
2735,Ian Campbell,4.0,30,History,University of California Davis,72%,3.1,https://www.ratemyprofessors.com/professor/1803026
2736,Frances Moore,4.6,5,Environmental Science,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2330484
2737,Christopher Castro,1.5,2,Music,University of California Davis,0%,3.5,https://www.ratemyprofessors.com/professor/2662353
2738,Daniel Kono,3.7,66,Political Science,University of California Davis,86%,3.2,https://www.ratemyprofessors.com/professor/225223
2739,Douglas Findlay,0.0,0,Management,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2762567
2740,Jason Bond,4.5,9,Entomology,University of California Davis,100%,2.7,https://www.ratemyprofessors.com/professor/2580919
2741,Eli Alston-Stepnitz,5.0,2,Sociology,University of California Davis,67%,3,https://www.ratemyprofessors.com/professor/2240040
2742,Noha Radwan,3.7,17,Comparative Literature,University of California Davis,50%,3,https://www.ratemyprofessors.com/professor/1551526
2743,Colin Carter,2.7,43,Agricultural & Resource Economics,University of California Davis,23%,3.6,https://www.ratemyprofessors.com/professor/152545
2744,Gina Werfel,3.0,17,Art History,University of California Davis,25%,3.2,https://www.ratemyprofessors.com/professor/460565
2745,Christopher Machado,4.8,11,Psychology,University of California Davis,N/A,2.8,https://www.ratemyprofessors.com/professor/1583814
2746,Santiago Barreda Castanon,3.5,37,Linguistics,University of California Davis,74%,2.5,https://www.ratemyprofessors.com/professor/2069194
2747,Steven Theg,0.0,0,Biochemistry,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2631615
2748,Vidit Jindal,5.0,21,English,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/2575252
2749,Jay Grossi,4.9,57,Italian,University of California Davis,100%,1.8,https://www.ratemyprofessors.com/professor/786121
2750,Xiner Zhou,0.0,0,Statistics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2723958
2751,John Harvey,3.6,28,Civil Engineering,University of California Davis,64%,3.3,https://www.ratemyprofessors.com/professor/817942
2752,Thor Harris,4.1,22,Philosophy,University of California Davis,82%,2.5,https://www.ratemyprofessors.com/professor/2322456
2753,Sally Neas,1.3,8,English,University of California Davis,0%,4.5,https://www.ratemyprofessors.com/professor/2439068
2754,Lisa Sullivan,4.6,11,Education,University of California Davis,100%,1.7,https://www.ratemyprofessors.com/professor/1962288
2755,Merill Gershwin,5.0,1,Medicine,University of California Davis,100%,1,https://www.ratemyprofessors.com/professor/1705131
2756,Tristan Eifler,4.0,1,Chemistry,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/2547668
2757,Isabel Montanez,4.5,39,Geology,University of California Davis,91%,2.7,https://www.ratemyprofessors.com/professor/811876
2758,Valley Stewart,3.1,48,Biology,University of California Davis,65%,3.5,https://www.ratemyprofessors.com/professor/278552
2759,Astrid Volder,3.2,8,Agriculture,University of California Davis,63%,3.5,https://www.ratemyprofessors.com/professor/2184443
2760,Alyson Mitchell,3.8,36,Food Science & Technology,University of California Davis,20%,3.1,https://www.ratemyprofessors.com/professor/259812
2761,Simona Ghetti,3.2,36,Psychology,University of California Davis,67%,3.4,https://www.ratemyprofessors.com/professor/680234
2762,Jae Kang,0.0,0,Nutrition,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2725820
2763,Eric Cowgill,3.3,23,Geology,University of California Davis,73%,4,https://www.ratemyprofessors.com/professor/598537
2764,Giulia Gallo,5.0,1,Anthropology,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/2726567
2765,Regina Zhou,1.0,1,Mathematics,University of California Davis,67%,4,https://www.ratemyprofessors.com/professor/2710604
2766,George Roussas,2.3,63,Statistics,University of California Davis,15%,4,https://www.ratemyprofessors.com/professor/24186
2767,Adam Zientek,4.9,28,History,University of California Davis,97%,3.4,https://www.ratemyprofessors.com/professor/2112711
2768,Rajeevan Amirtharajah,3.6,13,Engineering,University of California Davis,80%,3.1,https://www.ratemyprofessors.com/professor/358768
2769,Wendy Terry,4.2,94,Religious Studies,University of California Davis,62%,3.1,https://www.ratemyprofessors.com/professor/162102
2770,Jennifer Choi,4.2,28,Biomedical Engineering,University of California Davis,86%,2.3,https://www.ratemyprofessors.com/professor/2033371
2771,Adam Jacob,3.9,30,Mathematics,University of California Davis,95%,3.5,https://www.ratemyprofessors.com/professor/2121412
2772,Emilie Roncali,1.0,3,Biomedical Engineering,University of California Davis,0%,4.3,https://www.ratemyprofessors.com/professor/2755403
2773,Hanti Lin,3.0,16,Philosophy,University of California Davis,65%,3.4,https://www.ratemyprofessors.com/professor/2581902
2774,Karen Zito,3.0,27,Biological Sciences,University of California Davis,48%,4.1,https://www.ratemyprofessors.com/professor/1285976
2775,Mercedes Villalba,4.8,5,Anthropology,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/2515783
2776,Alexa Bonomo,4.8,6,Design,University of California Davis,100%,2.7,https://www.ratemyprofessors.com/professor/2646212
2777,Rishidev Chaudhuri,5.0,7,Mathematics,University of California Davis,100%,3.4,https://www.ratemyprofessors.com/professor/2694080
2778,Glenda Drew,4.4,20,Fine Arts,University of California Davis,100%,2.9,https://www.ratemyprofessors.com/professor/681210
2779,William Mead,5.0,4,Design,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2664699
2780,Nicole Polen,4.1,103,Human Development,University of California Davis,56%,2.5,https://www.ratemyprofessors.com/professor/570362
2781,Dario Cantu,4.6,11,Viticulture & Enology,University of California Davis,95%,2.2,https://www.ratemyprofessors.com/professor/1903336
2782,Andy Yonelinas,4.4,38,Psychology,University of California Davis,89%,3.7,https://www.ratemyprofessors.com/professor/151946
2783,Aleese Block,3.0,2,Linguistics,University of California Davis,50%,2.5,https://www.ratemyprofessors.com/professor/2711154
2784,Maxine Craig,3.2,45,Women,University of California Davis,38%,3,https://www.ratemyprofessors.com/professor/1261082
2785,Susan Abplanalp,3.3,11,Design,University of California Davis,69%,3.5,https://www.ratemyprofessors.com/professor/2209467
2786,Marit MacArthur,3.6,9,University Writing Program,University of California Davis,73%,3,https://www.ratemyprofessors.com/professor/2381075
2787,Jeff Schank,4.2,20,Psychology,University of California Davis,75%,2.2,https://www.ratemyprofessors.com/professor/148426
2788,Ryan Brizendine,4.0,1,Religious Studies,University of California Davis,86%,2,https://www.ratemyprofessors.com/professor/2692975
2789,Danica Taylor,4.4,9,Medicine,University of California Davis,85%,2.6,https://www.ratemyprofessors.com/professor/2283431
2790,Jasquelin Pena,3.0,3,Chemistry,University of California Davis,50%,4.3,https://www.ratemyprofessors.com/professor/2720906
2791,Lisa Materson,4.3,79,History,University of California Davis,78%,3.1,https://www.ratemyprofessors.com/professor/271443
2792,TP Coughlin,0.0,0,Women's Studies,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2765939
2793,Anthony Burris,1.7,3,Native American Studies,University of California Davis,43%,3.7,https://www.ratemyprofessors.com/professor/2742652
2794,Joshua Howie,3.0,27,Mathematics,University of California Davis,40%,4.4,https://www.ratemyprofessors.com/professor/2537447
2795,Katharine Rodger,5.0,9,University Writing Program,University of California Davis,100%,2.3,https://www.ratemyprofessors.com/professor/1887678
2796,Jennifer Higgs,0.0,0,Education,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2766560
2797,Anujit Chakraborty,3.3,23,Economics,University of California Davis,67%,3,https://www.ratemyprofessors.com/professor/2340892
2798,Ronald Tjeerdema,4.1,51,Environmental Toxicology,University of California Davis,85%,2.7,https://www.ratemyprofessors.com/professor/368688
2799,Eric Babson,3.5,77,Mathematics,University of California Davis,60%,3.3,https://www.ratemyprofessors.com/professor/1295514
2800,Lauren Peterson,4.7,10,English,University of California Davis,100%,2.6,https://www.ratemyprofessors.com/professor/2569266
2801,Eric Prebys,1.0,1,Physics,University of California Davis,75%,5,https://www.ratemyprofessors.com/professor/2474699
2802,Lynea Witczak,4.8,4,Psychology,University of California Davis,75%,2,https://www.ratemyprofessors.com/professor/2622967
2803,Eddy U.,4.2,8,Sociology,University of California Davis,82%,3,https://www.ratemyprofessors.com/professor/2565022
2804,Priscilla San Souci,4.9,108,Psychology,University of California Davis,100%,1.8,https://www.ratemyprofessors.com/professor/2073811
2805,Joseph Teran,3.2,7,Mathematics,University of California Davis,77%,3.9,https://www.ratemyprofessors.com/professor/2750111
2806,Anna Denicol,4.1,10,Animal Science,University of California Davis,87%,4.2,https://www.ratemyprofessors.com/professor/2437789
2807,Ann Dragich,0.0,0,Fine Arts,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2767782
2808,Timothy Lenoir,4.2,17,Technoculture Studies,University of California Davis,64%,2.5,https://www.ratemyprofessors.com/professor/2105163
2809,Jorge Rodrigues,3.7,14,Biological Sciences,University of California Davis,90%,3.5,https://www.ratemyprofessors.com/professor/2585755
2810,Jaroslav Trnka,5.0,66,Physics,University of California Davis,100%,2.4,https://www.ratemyprofessors.com/professor/2239156
2811,Sean Sell,3.8,11,Comparative Literature,University of California Davis,77%,2.8,https://www.ratemyprofessors.com/professor/2218399
2812,Cheri Ross,4.4,30,Comparative Literature,University of California Davis,97%,2.9,https://www.ratemyprofessors.com/professor/2159255
2813,Tucker Jones,2.8,8,Physics,University of California Davis,28%,4,https://www.ratemyprofessors.com/professor/2523010
2814,Jiandi Wan,0.0,0,Chemical Engineering,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2768886
2815,Jacob Culbertson,1.3,3,Anthropology,University of California Davis,0%,3.7,https://www.ratemyprofessors.com/professor/2674787
2816,Travis Lybbert,4.2,31,Economics,University of California Davis,85%,4,https://www.ratemyprofessors.com/professor/1136538
2817,Matthew Reimer,3.8,14,Agricultural & Resource Economics,University of California Davis,83%,4.4,https://www.ratemyprofessors.com/professor/2590143
2818,Ian Faloona,4.0,28,Physical Sciences,University of California Davis,96%,3.8,https://www.ratemyprofessors.com/professor/519136
2819,Aaron Anderson,4.0,19,Engineering,University of California Davis,79%,2.7,https://www.ratemyprofessors.com/professor/2488969
2820,Carlos Jackson,4.0,5,Chicano Studies,University of California Davis,43%,3.4,https://www.ratemyprofessors.com/professor/2041733
2821,Donald Strong,3.0,72,Biological Sciences,University of California Davis,45%,2.9,https://www.ratemyprofessors.com/professor/508074
2822,Heather McKibben,3.9,73,Political Science,University of California Davis,83%,3,https://www.ratemyprofessors.com/professor/1408239
2823,Kwan-Liu Ma,1.5,27,Computer Science,University of California Davis,14%,3.7,https://www.ratemyprofessors.com/professor/149778
2824,Alon Raab,4.7,52,Religious Studies,University of California Davis,100%,3.6,https://www.ratemyprofessors.com/professor/1001348
2825,Andrés Reséndez,4.3,35,History,University of California Davis,89%,2.4,https://www.ratemyprofessors.com/professor/113557
2826,Clyde McCurdy,2.6,132,Chemistry,University of California Davis,65%,3.6,https://www.ratemyprofessors.com/professor/475955
2827,Dan Potter,4.0,21,Science,University of California Davis,100%,3.2,https://www.ratemyprofessors.com/professor/151317
2828,Kristin Rauch,4.9,42,Anthropology,University of California Davis,100%,2.2,https://www.ratemyprofessors.com/professor/1589950
2829,Matthew Oliver,4.0,12,English,University of California Davis,73%,3.3,https://www.ratemyprofessors.com/professor/1983274
2830,Eric Russell,4.0,40,French,University of California Davis,86%,2.4,https://www.ratemyprofessors.com/professor/726751
2831,Gerardo Diaz,4.9,11,Science & Technology Studies,University of California Davis,89%,2,https://www.ratemyprofessors.com/professor/2308073
2832,Brian Knight,3.8,4,Mathematics,University of California Davis,75%,3.8,https://www.ratemyprofessors.com/professor/2723409
2833,Timothy Parrish,5.0,3,Comparative Literature,University of California Davis,100%,2.3,https://www.ratemyprofessors.com/professor/2755635
2834,Sarah Lappas,5.0,4,Music,University of California Davis,100%,2,https://www.ratemyprofessors.com/professor/1808620
2835,Sanjay Joshi,3.7,15,Engineering,University of California Davis,100%,3.5,https://www.ratemyprofessors.com/professor/414074
2836,Loren Mortimer,4.1,19,History,University of California Davis,72%,3.1,https://www.ratemyprofessors.com/professor/2234387
2837,Burkhard Schipper,2.8,58,Economics,University of California Davis,37%,3.6,https://www.ratemyprofessors.com/professor/806589
2838,Sean Griffin,0.0,0,Mathematics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2742369
2839,David Marsico,3.0,14,Mathematics,University of California Davis,74%,2.3,https://www.ratemyprofessors.com/professor/2667725
2840,Annie King,2.5,35,Animal Science,University of California Davis,31%,2.4,https://www.ratemyprofessors.com/professor/1085135
2841,Gabriel Islambouli,5.0,1,Mathematics,University of California Davis,78%,2,https://www.ratemyprofessors.com/professor/2733580
2842,Xueheng Shi,1.0,1,Statistics,University of California Davis,70%,5,https://www.ratemyprofessors.com/professor/2737561
2843,Samuel Douglass,5.0,1,Spanish,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2743366
2844,Wilsaan Joiner,3.7,6,Neurobiology & Behavior,University of California Davis,80%,3.3,https://www.ratemyprofessors.com/professor/2447996
2845,Jamie Hansen-Lewis,1.4,5,Agricultural & Resource Economics,University of California Davis,50%,4.6,https://www.ratemyprofessors.com/professor/2635932
2846,Steven Theg,2.8,75,Science,University of California Davis,20%,3.9,https://www.ratemyprofessors.com/professor/220181
2847,Jin Lee,5.0,2,Philosophy,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2741582
2848,Sarah Stewart,3.6,7,Geology,University of California Davis,67%,3.5,https://www.ratemyprofessors.com/professor/2148176
2849,James Trimmer,4.3,12,Neurobiology & Behavior,University of California Davis,100%,3.9,https://www.ratemyprofessors.com/professor/1214831
2850,Bulat Gafarov,3.7,3,Economics,University of California Davis,25%,2.7,https://www.ratemyprofessors.com/professor/2571078
2851,Gabrielle Nevitt,2.8,51,Biology,University of California Davis,67%,3.7,https://www.ratemyprofessors.com/professor/349758
2852,Mario Giron,1.3,3,Writing,University of California Davis,0%,4.3,https://www.ratemyprofessors.com/professor/2680448
2853,Eleftheria Arapoglou,4.2,20,American Studies,University of California Davis,91%,2.2,https://www.ratemyprofessors.com/professor/2331817
2854,Jiaming Jiang,3.5,29,Computer Science,University of California Davis,74%,3.3,https://www.ratemyprofessors.com/professor/2624565
2855,Muhammad Jawaid,5.0,1,Physics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2722256
2856,Irina Delusina,3.3,25,Geology,University of California Davis,75%,2.5,https://www.ratemyprofessors.com/professor/929733
2857,Alexander Ishchuk,2.8,7,Chemistry,University of California Davis,12%,3.3,https://www.ratemyprofessors.com/professor/2004498
2858,Mayu Lindblad,2.7,6,Japanese,University of California Davis,37%,4,https://www.ratemyprofessors.com/professor/2614428
2859,Virginia Diaz,1.0,1,Chicano Studies,University of California Davis,34%,4,https://www.ratemyprofessors.com/professor/2743530
2860,Toby Warner,4.0,16,French & Italian,University of California Davis,75%,2.4,https://www.ratemyprofessors.com/professor/1835479
2861,Lisa Oakes,3.8,22,Psychology,University of California Davis,97%,2.8,https://www.ratemyprofessors.com/professor/962220
2862,Xiaomei Chen,4.2,31,East Asian Studies,University of California Davis,75%,2.6,https://www.ratemyprofessors.com/professor/292914
2863,Michael Foster,4.8,6,East Asian Studies,University of California Davis,100%,1.5,https://www.ratemyprofessors.com/professor/2265808
2864,Karen Shapiro,4.0,4,Pathology,University of California Davis,100%,4.2,https://www.ratemyprofessors.com/professor/2720881
2865,John Darwent,4.4,22,Anthropology,University of California Davis,89%,2.5,https://www.ratemyprofessors.com/professor/713111
2866,Baki Tezcan,3.9,67,History,University of California Davis,89%,2.6,https://www.ratemyprofessors.com/professor/128363
2867,Adele Seelke,4.7,29,Psychology,University of California Davis,100%,1.9,https://www.ratemyprofessors.com/professor/1937268
2868,Dong Yu,4.6,25,Physics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/1254596
2869,Inna Vishik,5.0,1,Physics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2745725
2870,Lisa Miller,3.1,22,Human Development,University of California Davis,43%,3,https://www.ratemyprofessors.com/professor/789546
2871,Josephine Andrews,4.4,64,Political Science,University of California Davis,92%,3,https://www.ratemyprofessors.com/professor/212629
2872,Steven Brunner,3.4,54,Communication,University of California Davis,72%,3.3,https://www.ratemyprofessors.com/professor/2183588
2873,Leopoldo Bernucci,3.9,8,Spanish,University of California Davis,34%,3.6,https://www.ratemyprofessors.com/professor/1129310
2874,Elizabeth Boults,4.2,34,Landscape Architecture & Regional Planning,University of California Davis,86%,2.9,https://www.ratemyprofessors.com/professor/728038
2875,Yu Li,3.9,10,East Asian Studies,University of California Davis,82%,3.2,https://www.ratemyprofessors.com/professor/2441250
2876,Seth Frey,4.3,6,Communication,University of California Davis,84%,3.7,https://www.ratemyprofessors.com/professor/2495608
2877,Matthew Vernon,2.7,46,English,University of California Davis,36%,3.6,https://www.ratemyprofessors.com/professor/1820257
2878,Kayleigh Perkov,3.0,1,Science amp Technology Studies,University of California Davis,34%,3,https://www.ratemyprofessors.com/professor/2725610
2879,DJ Quinn,2.1,8,English,University of California Davis,54%,4.1,https://www.ratemyprofessors.com/professor/2395523
2880,Alex Chandler,5.0,3,Mathematics,University of California Davis,85%,4.3,https://www.ratemyprofessors.com/professor/2740600
2881,Erwan Monier,5.0,11,Science,University of California Davis,100%,1.9,https://www.ratemyprofessors.com/professor/2469480
2882,Derek Thomas,3.5,4,Management,University of California Davis,67%,4,https://www.ratemyprofessors.com/professor/2735660
2883,Greg Glazner,4.5,11,Writing,University of California Davis,82%,2.7,https://www.ratemyprofessors.com/professor/1962124
2884,Tyrus Fisher,3.7,16,Philosophy,University of California Davis,92%,2.8,https://www.ratemyprofessors.com/professor/1748747
2885,Tim Mcneil,3.3,8,Design,University of California Davis,60%,2.2,https://www.ratemyprofessors.com/professor/2471996
2886,Hanti Lin Kao,1.0,1,Philosophy,University of California Davis,0%,4,https://www.ratemyprofessors.com/professor/2773462
2887,James Bushnell,3.7,34,Economics,University of California Davis,52%,3.7,https://www.ratemyprofessors.com/professor/1646888
2888,Elisa White,4.4,16,African-American Studies,University of California Davis,88%,2.1,https://www.ratemyprofessors.com/professor/2200409
2889,Tyler Scott,4.7,3,Environmental Science & Policy,University of California Davis,100%,2.3,https://www.ratemyprofessors.com/professor/2603455
2890,Holly Oldroyd,5.0,2,Civil Engineering,University of California Davis,100%,3.5,https://www.ratemyprofessors.com/professor/2365167
2891,Colleen Bronner,4.3,8,Civil Engineering,University of California Davis,93%,2.6,https://www.ratemyprofessors.com/professor/2151239
2892,Dipak Ghosal,3.1,65,Computer Science,University of California Davis,46%,3.2,https://www.ratemyprofessors.com/professor/125267
2893,Kevin Fillhouer,4.5,6,Physics,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2650280
2894,Samuel Nichols,4.3,25,Music,University of California Davis,100%,3.4,https://www.ratemyprofessors.com/professor/470769
2895,Rick Grosberg,4.4,67,Science,University of California Davis,90%,2.7,https://www.ratemyprofessors.com/professor/78106
2896,Talitha Van Der Meulen,3.9,28,Neurobiology amp Behavior,University of California Davis,84%,3.3,https://www.ratemyprofessors.com/professor/2348409
2897,Scott Dawson,2.2,19,Microbiology,University of California Davis,23%,3.8,https://www.ratemyprofessors.com/professor/1704214
2898,Katerina Ziotopoulou,3.8,9,Civil Engineering,University of California Davis,74%,3.5,https://www.ratemyprofessors.com/professor/2202046
2899,Motohico Mulase,3.6,117,Mathematics,University of California Davis,33%,3.3,https://www.ratemyprofessors.com/professor/222336
2900,Nathaniel Williams,4.1,20,English,University of California Davis,94%,3,https://www.ratemyprofessors.com/professor/1768770
2901,Kevin Keel,3.0,2,Pathology,University of California Davis,50%,4,https://www.ratemyprofessors.com/professor/2721701
2902,John Eadie,4.6,26,Wildlife,University of California Davis,82%,3.1,https://www.ratemyprofessors.com/professor/589897
2903,Andrew Latimer,4.3,10,Plant & Soil Science,University of California Davis,80%,2.2,https://www.ratemyprofessors.com/professor/1779836
2904,Kathleen Whiteley,5.0,1,Native American Studies,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2746595
2905,Lorena Marquez,4.2,50,Chicano Studies,University of California Davis,85%,1.7,https://www.ratemyprofessors.com/professor/1687910
2906,Gerardo Ochoa,3.9,189,Chemistry,University of California Davis,80%,3.6,https://www.ratemyprofessors.com/professor/2416528
2907,Rachel Nickens,3.0,20,Sociology,University of California Davis,52%,3.6,https://www.ratemyprofessors.com/professor/2209879
2908,Peter Hays,3.7,17,English,University of California Davis,50%,4.1,https://www.ratemyprofessors.com/professor/279133
2909,Thiago Braga,0.0,0,Anthropology,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2812291
2910,Jerome Romagosa,0.0,0,Philosophy,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2812707
2911,Appilineni Kushal,0.0,0,Mathematics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2812805
2912,Justin Darr,0.0,0,Civil Engineering,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2812810
2913,Nick Lashinsky,2.8,4,Anthropology,University of California Davis,50%,3.5,https://www.ratemyprofessors.com/professor/2161618
2914,Zunaira Komal,0.0,0,Anthropology,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2813132
2915,Kalyani Chaudhuri,0.0,0,Economics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2812185
2916,Fabian Bombardelli,4.2,34,Engineering,University of California Davis,80%,1.5,https://www.ratemyprofessors.com/professor/750233
2917,Amy Argenal,2.0,1,East Asian Studies,University of California Davis,100%,3,https://www.ratemyprofessors.com/professor/2775515
2918,Dalia Ghanem,4.4,10,Agricultural amp Resource Economics,University of California Davis,84%,3.5,https://www.ratemyprofessors.com/professor/2354942
2919,John Maxey,0.0,0,Agricultural & Resource Economics,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2814050
2920,Paromita Dubey,2.8,4,Statistics,University of California Davis,25%,4.5,https://www.ratemyprofessors.com/professor/2501018
2921,Giacomo Bonanno,3.5,54,Economics,University of California Davis,75%,3.8,https://www.ratemyprofessors.com/professor/149186
2922,Kristina Armstrong,0.0,0,Human Development,University of California Davis,100%,0,https://www.ratemyprofessors.com/professor/2817445
2923,Johanna Lane,2.5,8,English,University of California Davis,100%,3.8,https://www.ratemyprofessors.com/professor/2602243
2924,Robert Bjorklund,0.0,0,Mathematics,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/2704234
2925,Terrence Nathan,0.0,0,Environmental Science,University of California Davis,N/A,0,https://www.ratemyprofessors.com/professor/1692742
